20130300|0103000001|40111|01/03/2013|SERVICIO TELEFONIA MOVIL # 946004560|14.43|0.00|1|
20130300|0103000001|42132|01/03/2013|SERVICIO TELEFONIA MOVIL # 946004560|0.00|94.58|1|
20130300|0103000001|63644|01/03/2013|SERVICIO TELEFONIA MOVIL # 946004560|80.15|0.00|1|
20130300|0103000001|79131|01/03/2013|SERVICIO TELEFONIA MOVIL # 946004560|0.00|80.15|1|
20130300|0103000001|95526|01/03/2013|SERVICIO TELEFONIA MOVIL # 946004560|80.15|0.00|1|
20130300|0103000002|40111|01/03/2013|SERVICIO INFORMACION EXPRESS PERSONAS/EMPRESAS|459.27|0.00|1|
20130300|0103000002|42121|01/03/2013|SERVICIO INFORMACION EXPRESS PERSONAS/EMPRESAS|0.00|3010.77|1|
20130300|0103000002|65312|01/03/2013|SERVICIO INFORMACION EXPRESS PERSONAS/EMPRESAS|2551.50|0.00|1|
20130300|0103000002|79111|01/03/2013|SERVICIO INFORMACION EXPRESS PERSONAS/EMPRESAS|0.00|2551.50|1|
20130300|0103000002|92238|01/03/2013|SERVICIO INFORMACION EXPRESS PERSONAS/EMPRESAS|2551.50|0.00|1|
20130300|0103000003|40111|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|241.44|0.00|1|
20130300|0103000003|42121|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|0.00|1582.76|1|
20130300|0103000003|63521|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|1341.32|0.00|1|
20130300|0103000003|79111|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|0.00|335.33|1|
20130300|0103000003|79121|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|0.00|335.33|1|
20130300|0103000003|79131|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|0.00|335.33|1|
20130300|0103000003|79141|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|0.00|335.33|1|
20130300|0103000003|92247|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|335.33|0.00|1|
20130300|0103000003|94447|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|335.33|0.00|1|
