20130300|0103000001|01|40111|01/03/2013|SERVICIO TELEFONIA MOVIL # 946004560|14.43|0.00|1|
20130300|0103000001|01|42132|01/03/2013|SERVICIO TELEFONIA MOVIL # 946004560|0.00|94.58|1|
20130300|0103000001|01|63644|01/03/2013|SERVICIO TELEFONIA MOVIL # 946004560|80.15|0.00|1|
20130300|0103000001|01|79131|01/03/2013|SERVICIO TELEFONIA MOVIL # 946004560|0.00|80.15|1|
20130300|0103000001|01|95526|01/03/2013|SERVICIO TELEFONIA MOVIL # 946004560|80.15|0.00|1|
20130300|0103000002|01|40111|01/03/2013|SERVICIO INFORMACION EXPRESS PERSONAS/EMPRESAS|459.27|0.00|1|
20130300|0103000002|01|42121|01/03/2013|SERVICIO INFORMACION EXPRESS PERSONAS/EMPRESAS|0.00|3010.77|1|
20130300|0103000002|01|65312|01/03/2013|SERVICIO INFORMACION EXPRESS PERSONAS/EMPRESAS|2551.50|0.00|1|
20130300|0103000002|01|79111|01/03/2013|SERVICIO INFORMACION EXPRESS PERSONAS/EMPRESAS|0.00|2551.50|1|
20130300|0103000002|01|92238|01/03/2013|SERVICIO INFORMACION EXPRESS PERSONAS/EMPRESAS|2551.50|0.00|1|
20130300|0103000003|01|40111|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|241.44|0.00|1|
20130300|0103000003|01|42121|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|0.00|1582.76|1|
20130300|0103000003|01|63521|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|1341.32|0.00|1|
20130300|0103000003|01|79111|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|0.00|335.33|1|
20130300|0103000003|01|79121|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|0.00|335.33|1|
20130300|0103000003|01|79131|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|0.00|335.33|1|
20130300|0103000003|01|79141|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|0.00|335.33|1|
20130300|0103000003|01|92247|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|335.33|0.00|1|
20130300|0103000003|01|94447|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|335.33|0.00|1|
20130300|0103000003|01|95547|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|335.33|0.00|1|
20130300|0103000003|01|96647|01/03/2013|SERV.GESTION ADM.,OPERT Y MANT. OF.802(ESTAC. 51,61,62 Y DPSTO. 2)|335.33|0.00|1|
20130300|0103000004|01|40111|01/03/2013|SERV.GEST.ADM.OPERAT. Y MANT. ESTAC. # 53|10.79|0.00|1|
20130300|0103000004|01|42121|01/03/2013|SERV.GEST.ADM.OPERAT. Y MANT. ESTAC. # 53|0.00|70.71|1|
20130300|0103000004|01|63521|01/03/2013|SERV.GEST.ADM.OPERAT. Y MANT. ESTAC. # 53|59.92|0.00|1|
20130300|0103000004|01|79141|01/03/2013|SERV.GEST.ADM.OPERAT. Y MANT. ESTAC. # 53|0.00|59.92|1|
20130300|0103000004|01|96647|01/03/2013|SERV.GEST.ADM.OPERAT. Y MANT. ESTAC. # 53|59.92|0.00|1|
20130300|0103000005|01|40111|01/03/2013|SERVICIO TELEFONIA IP|232.02|0.00|1|
20130300|0103000005|01|42121|01/03/2013|SERVICIO TELEFONIA IP|0.00|1521.01|1|
20130300|0103000005|01|63642|01/03/2013|SERVICIO TELEFONIA IP|1288.99|0.00|1|
20130300|0103000005|01|79111|01/03/2013|SERVICIO TELEFONIA IP|0.00|734.72|1|
20130300|0103000005|01|79121|01/03/2013|SERVICIO TELEFONIA IP|0.00|128.90|1|
20130300|0103000005|01|79131|01/03/2013|SERVICIO TELEFONIA IP|0.00|322.25|1|
20130300|0103000005|01|79141|01/03/2013|SERVICIO TELEFONIA IP|0.00|103.12|1|
20130300|0103000005|01|92226|01/03/2013|SERVICIO TELEFONIA IP|734.72|0.00|1|
20130300|0103000005|01|94426|01/03/2013|SERVICIO TELEFONIA IP|128.90|0.00|1|
20130300|0103000005|01|95526|01/03/2013|SERVICIO TELEFONIA IP|322.25|0.00|1|
20130300|0103000005|01|96626|01/03/2013|SERVICIO TELEFONIA IP|103.12|0.00|1|
20130300|0103000006|01|40111|04/03/2013|SERV. ACTUALIZACION BASE DATOS X TELEMARKETING|878.40|0.00|1|
20130300|0103000006|01|42121|04/03/2013|SERV. ACTUALIZACION BASE DATOS X TELEMARKETING|0.00|5758.40|1|
20130300|0103000006|01|63293|04/03/2013|SERV. ACTUALIZACION BASE DATOS X TELEMARKETING|4880.00|0.00|1|
20130300|0103000006|01|79131|04/03/2013|SERV. ACTUALIZACION BASE DATOS X TELEMARKETING|0.00|4880.00|1|
20130300|0103000006|01|95538|04/03/2013|SERV. ACTUALIZACION BASE DATOS X TELEMARKETING|4880.00|0.00|1|
